FSC-A,SSC-A,Zombie-Violet-A,Alexa Fluor 647-A
101516,17095,1841,289
103422,27487,3616,295
80301,44215,4187,9368
155220,39769,1135,116
92872,45680,366,4267
179079,56405,7965,354
137825,21059,1296,4266
89574,67736,456,755
115199,38841,1315,249
77224,40495,10669,105
93796,45986,313,2010
87866,19934,320,116
100414,30055,692,7558
127744,53136,5184,2829
85909,40449,906,1222
140578,33679,88688,204
104426,46207,3540,48
93464,44635,1574,2694
104904,44797,924,8897
94691,19759,350,341
79804,37840,96,195
100056,32439,1260,7682
107248,30383,967,10274
133121,105848,81,3070
112224,50820,910,2100
89703,29643,405,190
127374,28649,16555,240
148388,35893,22625,383
73356,46253,1670,236
94297,24287,230,359
119840,56490,341,366
106269,21012,444,76
87454,67389,1178,553
60390,36080,3110,53
75409,37892,1277,13660
326640,27294,415,3667
85603,62296,1788,146
99896,24726,540,89
96357,39003,839,2483
94342,47806,234,117
122959,66409,981,138
75063,36884,222,940
47704,29535,111,107
69176,46767,6897,18615
67159,63652,32217,70
124274,27292,520,5139
78317,23291,1670,733
83478,70335,160,59
97680,27042,707,266
82909,56607,450,216
110500,28129,688,17705
53540,77218,1148,224
95542,66154,364,266
82827,26501,1286,208
109297,61310,475,64
46649,27095,565,3155
130976,26650,12063,169
119474,41067,829,24
72227,41402,1007,3715
132502,37471,123,196
74651,46506,11510,2345
112388,30170,450,274
113133,48136,28374,106
98824,37981,6313,8300
89903,20908,315,148
82686,59920,205,3839
144140,36535,948,132
109530,46222,14602,260
111064,53354,10018,130
96784,27742,1613,3706
69287,33499,6906,213
102034,53127,237,3945
117111,89768,16421,384
84141,41280,1143,138
97600,22702,2887,816
133973,39314,1490,1530
85240,50953,638,96
71840,28382,17125,6047
92717,37622,16363,445
132086,18706,365,13921
123556,52862,990,5053
114669,39724,1947,131
98746,31057,144,100
72249,49455,21125,929
93503,42957,13549,2431
98607,29270,41432,6576
78798,18133,1199,8045
103451,55510,3011,109
116071,26454,545,4318
105654,51997,1620,159
102035,87122,680,5188
112457,14690,1226,346
82213,25521,805,10966
76884,26086,3744,2846
96032,61012,764,411
107247,35431,1359,2233
117533,69556,37475,94
114731,55394,27703,929
139182,46934,352,65
135739,33753,8102,3566
76926,22320,385,9148
119753,30625,570,4449
113545,43777,760,162
103688,49904,11005,2636
117724,54210,750,217
144180,25535,337,11384
117043,49795,181,3615
160562,31389,488,37
145466,72231,913,223
134569,16685,13517,174
111996,67108,838,9085
131161,37892,6716,2395
136286,80379,1101,5627
98865,32808,968,5274
113649,22450,326,552
70058,65233,1230,60
138343,83124,3087,88
152023,87621,671,559
98587,64261,1782,54
82855,41882,23164,2610
78876,50554,965,62
104403,18427,723,5856
173381,29283,17349,146
139591,61967,113,2435
145291,31488,879,112
77859,28673,39308,3887
61009,39218,661,2686
116963,14628,711,64
87766,52169,24370,114
95190,58842,1346,2570
100131,25423,1462,488
142617,43316,6252,581
81590,49496,1430,9317
69188,32391,1087,5941
144477,43003,779,10511
95788,23360,1796,33
103488,34687,202,2471
87103,110843,497,74
144637,68934,484,6046
56746,47125,5850,8616
72859,34404,384,4723
75208,33976,231,4785
111167,108543,1210,67
78808,47686,393,4523
93409,115599,1391,1226
78666,16184,1676,5321
164005,38165,1282,2629
109663,59683,280,45
123265,51188,166,648
182457,65440,778,250
108760,17650,22133,416
132255,58608,175,326
86097,16723,443,16589
84707,34969,277,1668
86594,34141,815,140
121115,99914,805,3997
114430,65456,645,177
102725,24890,326,662
101014,36000,146,2755
63273,53103,1012,5805
179714,42126,1023,116
115290,15599,26241,4672
129125,29145,573,100
103450,26686,248,153
94913,69346,312,2249
106089,41666,295,324
136478,30906,596,1288
136616,17434,543,435
142298,60838,19537,263
88688,75800,7908,318
89408,37657,725,71
89690,54598,379,301
163399,56715,1852,272
98553,31235,507,3054
83875,33153,964,4524
86886,36577,19438,4247
107316,55755,7726,169
119262,42872,7385,5230
73733,29332,5969,2799
74566,55286,514,194
78982,41098,868,195
91143,52358,19108,602
101244,32353,203,12168
96619,25973,442,113
112947,32458,96,3794
133887,24498,54206,407
91896,44404,372,1996
82493,27534,10447,74
117567,38733,125,1281
86551,86294,1020,7786
70983,39050,355,3607
102162,32917,2968,1423
116616,44823,1506,76
123870,42788,1533,5826
117805,45443,497,3386
100207,35381,2270,823
110767,53830,333,157
143752,31413,893,5237
68575,39814,372,54
153645,70659,470,119
91318,55634,1126,364
98238,45696,1697,5548
113939,46986,861,37
69832,39836,15011,103
140311,30974,7353,9951
72409,26805,1757,1684
52321,29834,2972,5452
90447,33984,26176,2085
71644,23142,838,391
149204,43767,928,130
146419,55923,894,2438
82508,37989,727,168
68848,74182,1673,87
92347,28432,512,4385
147799,51788,7256,7228
107696,50713,3818,87
66874,23674,291,8519
83601,45153,3672,5662
101192,21209,7590,2425
163007,85842,1991,3187
116112,25056,1904,5944
60606,33544,228,4492
61895,30030,595,24
83303,31373,519,168
126025,81304,202,488
69371,51283,4041,878
146792,58513,11073,63
71797,67200,1465,212
85476,23812,185,41
90074,29553,930,4228
92383,30914,8602,10144
76506,36993,6646,288
148013,63902,28977,8263
91920,50570,9705,110
64260,29141,2256,208
80845,66682,34693,192
71770,26191,20986,171
121627,14080,133,139
110023,39557,14807,6243
69000,47444,777,2915
90408,42512,9436,3536
102310,84877,2045,991
103044,25412,1007,55
150197,41206,542,4908
80161,52616,603,1541
159804,55340,7618,682
64364,46483,412,1664
96049,44556,1086,91
97290,27033,128,50
110364,40559,803,55
66184,51416,616,2532
69720,36758,236,16985
78565,29588,811,90
102908,29487,1376,119
71036,48775,14374,4292
126164,33095,7469,1952
63260,47910,1776,2415
101051,44418,655,2316
192264,19351,250,61
73162,35801,1265,11138
108623,27120,170,164
174676,46253,25837,4373
146886,36655,616,145
74012,40623,39907,80
76936,86932,1512,251
93677,29084,429,221
109824,59098,1002,244
114994,59979,9092,2665
83893,40856,931,5062
86183,32197,1209,3337
95131,43288,28552,3997
67909,42730,3572,1214
98296,60486,27968,128
88666,30650,521,602
92519,36380,224,265
134614,16085,26492,1749
96011,32626,805,114
99505,20069,893,393
124794,31374,2725,93
96657,43848,838,4076
154837,33630,1862,163
71021,50108,250,291
96216,58508,308,366
177110,39426,927,4860
76511,38264,32600,9620
90982,59520,230,10770
153949,24934,12413,604
70038,24734,409,3435
101236,35824,890,3649
140356,59608,212,9379
84900,67560,1858,124
139643,18050,565,93
101726,34251,330,4840
80260,35282,18759,191
120467,58362,413,50
74947,49825,4872,4175
131801,40439,180,6849
192177,35395,650,32
79138,39864,1257,9127
78484,46660,232,5294
78032,27592,276,142
122427,29538,813,6860
123980,44001,15655,47
77340,30346,1246,220
138636,29000,4089,4595
82405,34947,1312,288
103655,33200,463,4396
92484,40741,41382,474
55012,50331,1248,470
138643,19250,669,192
152500,47258,176,47
138733,41541,18964,13417
107475,31594,985,9568
87352,49824,563,5093
80656,70984,472,1467
130493,16142,21328,3278
89028,53950,741,277
105318,43996,30730,155
64308,50534,123,3380
165321,40718,398,38
73370,83707,2652,2639
80500,59301,1936,482
119687,23781,816,6223
83816,51930,466,3961
70556,45142,1488,4471
70901,140048,6535,4356
109481,25207,253,8471
136465,39232,408,281
134778,44442,385,149
92626,48929,9375,128
151252,39431,3719,2419
120363,30105,371,143
148709,99357,1927,266
89919,45235,679,2354
131178,52661,24191,3308
83934,50486,200,8454
121718,60664,974,37
84216,27518,23447,82
80730,55822,631,191
120962,63220,1072,106
83399,29124,17423,6663
100717,56159,491,4217
88566,26703,1065,1210
128768,36843,1357,204
103051,30589,822,1983
140469,61432,846,3661
118185,108440,867,2916
80463,63265,496,9061
63500,62645,46113,76
100095,64846,1962,69
89724,52204,1901,4870
107696,74269,529,6363
181542,25549,245,89
88160,19040,300,384
121264,23603,513,132
71479,30118,717,280
103618,32021,820,4754
73555,22795,151,209
52367,38577,9802,134
173375,25978,124,383
89303,62470,2334,4046
117907,59391,845,332
128687,53348,2955,14230
139720,79376,1414,453
110665,55167,25076,2331
62170,36147,22064,2740
120826,63420,2413,25132
92731,85574,526,165
111334,42807,1530,2092
102655,46314,289,3134
115606,25656,14525,344
143637,33291,617,3814
131456,33343,863,3362
118996,41227,1979,78
61137,38814,2513,1544
59896,30586,12570,127
144350,95256,1172,404
142449,70691,303,89
142027,27569,564,235
163767,32053,843,199
103477,81380,360,3252
116596,22897,1230,137
121129,47416,336,7711
125607,33837,896,2101
206330,33510,379,7527
93218,72336,2428,91
116154,26947,13898,300
139119,30088,5861,118
51664,35203,18262,131
89076,18265,367,14785
139045,57609,163,12186
91473,71705,28318,217
87657,42767,790,4494
70169,34325,379,11707
75779,40549,1011,3445
133788,13636,525,2325
99939,28900,497,228
71942,24878,311,155
87970,25471,644,4381
145947,74220,226,142
113897,41605,11458,6057
114018,54301,523,214
87451,76646,852,5765
159874,54961,12606,113
112135,39612,362,3660
77393,20178,253,80
109154,33471,22788,6301
119214,53087,8547,2678
107660,54533,328,2414
126646,39680,870,100
85466,16228,2839,142
97987,27508,15861,1402
51264,37056,1470,5547
110315,28423,376,2225
150247,37805,33340,5983
92763,56931,1124,118
81616,41741,14815,9511
59633,22055,970,122
141076,40096,2099,3684
61115,69349,451,126
39972,21351,482,7499
168194,17218,12236,2545
98842,67882,4108,67
122988,64138,655,265
101104,50833,611,12236
93778,44328,764,2070
88473,42525,640,323
91006,55533,407,120
84945,62944,1561,124
51463,54632,32151,158
79849,48269,2606,3014
107826,54870,769,3239
163084,41325,675,7588
84876,34707,1447,3246
105973,29244,9212,213
179405,44937,1545,2747
84662,34191,735,538
90409,45989,26880,293
99812,69450,164,439
106910,43810,606,156
80208,46927,24601,2862
51851,19159,2453,3606
92857,62900,1370,1733
117380,24673,4753,4296
85597,25748,1153,2287
83671,46211,980,4321
142726,26358,8374,7176
120315,55920,559,5676
102590,66954,4684,5356
82151,49669,11852,107
123128,38307,1017,6001
83370,51268,169,1175
126637,29994,523,2423
81851,39299,876,3628
80207,61752,668,2771
104060,70588,9869,1942
94451,31609,338,1925
62587,59039,1120,96
89922,34734,657,156
134243,29485,770,6011
102710,44147,130,114
120605,80662,186,3466
61493,57674,775,165
113681,38238,223,1785
104294,37804,1313,374
110413,17300,10472,7091
89205,47550,149,4491
110404,24905,308,1826
108530,13836,801,2821
107716,19697,7031,145
59138,89512,20996,10116
107408,36075,2723,398
118654,31415,1102,3184
151809,36743,765,110
96110,31741,1063,7920
142711,43290,475,164
99911,43720,1440,15850
94171,23931,973,351
89173,25482,189,231
108837,42870,1549,1930
218570,16253,221,3025
118276,32356,490,322
87407,83549,15216,301
117780,22154,1591,257
114071,47431,19929,4402
77294,20830,2251,2539
120653,31325,420,227
102064,9800,10869,72
78338,42337,843,3492
64987,27986,1414,3481
120772,43893,13494,464
89142,43949,7021,4201
97642,33657,1192,161
119192,41838,11467,1700
61894,21018,719,6462
102057,31736,174,10872
104544,47462,294,112
140529,27356,334,3375
84099,20158,8575,269
120060,48411,1113,189
80637,31529,307,526
95446,42668,422,298
119415,34124,5629,264
80457,27075,221,990
79480,46325,1317,185
96050,27369,391,127
78408,34772,731,109
79050,78461,2671,90
96058,31735,263,1939
113446,40767,300,109
193258,60586,835,295
93372,72011,373,4115
87195,30580,995,3531
102384,27019,12698,139
184780,43284,1932,12197
62388,39958,162,3644
136714,47616,300,4581
89340,15256,2399,1637
99058,19313,666,3207
98883,30900,35744,152
88808,22147,586,340
153348,28976,38772,128
97336,23425,450,391
118315,27883,378,566
117784,72916,1001,103
118402,76174,536,2969
140124,29831,677,4400
65049,40054,561,154
127882,42793,582,1607
182747,26311,595,77
128334,55362,32056,420
114198,21849,392,2809
114496,23121,197,5203
121506,69388,785,5216
93962,39302,334,3252
92000,48444,886,454
116067,43877,632,119
110666,44769,476,4573
95896,40325,296,2323
74974,37125,333,173
94150,48568,316,140
144523,45109,1355,56
113349,37213,87799,128
80775,28794,428,30
104216,63957,787,8493
115540,55713,746,10805
137113,40918,1653,255
69355,18555,34593,99
81182,36935,123411,86
110635,32302,25882,261
162996,54170,361,13777
121044,35844,577,4907
105087,40520,1134,211
68488,54908,686,5083
93336,30464,169,23
69211,45031,928,501
76506,18819,40294,525
95015,25723,8844,3498
100192,57030,948,201
130220,49796,408,34
118131,85919,11458,116
165089,14568,653,97
81749,70000,757,6736
108928,37051,12083,1805
88575,57334,459,4721
157922,55055,8695,3532
74942,27614,1565,80
98840,33790,811,9103
82432,29322,6076,53
95256,30320,303,128
74380,41356,558,90
89092,76861,15556,74
76514,60778,219,195
95085,33940,294,109
74987,40325,625,3980
122627,18257,21508,4854
132420,25026,462,129
119860,42410,960,3344
141369,21293,194,7088
110836,49904,352,169
88239,31033,948,196
153529,24301,1811,3664
102349,75090,541,1092
63542,37591,6850,135
74593,50079,698,12025
101167,14388,1109,95
81509,41553,5231,227
176473,46158,1138,276
118514,62931,660,2101
80539,39056,553,303
71932,64237,388,578
89327,35664,4133,84
99205,27294,1774,268
85563,55702,1543,312
127137,68896,118138,3862
117779,32771,381,151
198794,30913,1387,2649
152256,35600,1139,395
166134,44173,20843,2464
83034,26097,421,284
88254,80533,630,106
156771,83411,313,1922
74754,29176,429,98
105010,43395,712,3065
143773,37916,2203,117
88225,94107,229,5693
66122,45680,73,8182
82594,41363,1332,2631
77571,74023,156,3545
138059,70463,353,1030
57851,174353,612,167
145950,85913,20304,12200
131880,41707,2642,3418
78626,57207,1670,114
99616,30199,408,1488
172856,42639,21951,2657
65180,38866,1498,2345
123744,16807,3071,152
133149,43896,33517,3363
63440,33223,327,5756
63556,61098,1020,2461
91413,69720,500,305
107838,77558,306,1633
68353,71067,468,8682
152790,35366,4079,213
68398,36008,13661,3701
101645,38974,486,336
127809,40775,2014,2487
105764,43355,111,194
116734,21513,585,313
125504,49121,455,8503
98763,42152,1067,5079
57541,41711,1055,4332
118656,30935,700,5353
87466,39290,530,7032
73916,32168,148,5210
71926,35998,7258,67
93177,41983,360,6448
84026,40976,20644,211
85177,67899,422,20
123633,45416,3527,177
89116,57949,539,4930
113201,47377,1428,161
124588,81055,242,72
162205,64083,654,33495
75826,35497,700,36
158034,41705,17709,127
88444,45403,14650,6455
119263,60535,132,155
139672,56440,4796,4213
133528,28328,907,7889
117295,44535,1816,87
57430,27572,8709,99
120575,48596,337,2170
89290,75946,1073,80
118527,50459,1571,6920
79861,46274,844,156
136096,39460,26494,3631
120134,25284,533,303
109280,33090,1077,69
116248,35100,1217,194
108717,61482,241,62
140705,52433,829,1515
114190,22050,1550,108
107118,58921,1557,181
123727,31554,2054,146
115630,25690,65166,90
55392,19522,124,3941
83497,26575,51059,148
126804,32069,460,99
82851,28828,133,186
78601,52846,1283,325
81837,53190,11892,254
115857,29555,2528,135
104882,37342,853,1987
115882,47846,52538,372
124357,58398,7747,6482
88911,50994,399,40122
102305,44188,13412,239
69851,25198,257,45
132524,26562,4160,163
122583,80867,20001,220
125200,24767,378,420
77479,32604,333,4267
143337,26336,467,11032
63293,18502,456,2016
74372,82433,2983,4489
148820,41522,308,8968
85837,52284,383,7969
171733,35570,17476,231
93332,63920,1048,207
102864,65810,230,102
102357,26255,382,1369
102595,35781,267,4395
80110,43992,575,819
79823,19282,234,2320
97094,31549,272,1185
107627,45236,591,83
125930,55819,3004,38
179224,29478,480,120
133484,41090,581,8548
91517,34764,709,148
104647,32325,157,380
87326,49559,361,290
92081,53643,1694,10466
90262,17399,586,195
194278,41130,18035,5612
115194,31752,2022,13344
66958,47084,2915,514
82141,26219,418,3323
65781,62879,6490,4379
74363,42904,1260,101
104566,67555,41627,4335
80769,41295,12331,2949
182927,32952,190,5206
104391,35063,396,125
68402,24948,1638,214
103375,41104,560,2532
97543,41561,4087,3143
78833,22993,1329,122
98316,40107,1530,5161
86661,34830,1896,2407
101967,26965,1615,458
112115,35196,1716,714
85580,58289,279,6292
65729,72391,530,192
159118,20147,602,4706
173508,45383,1589,139
98236,69372,37810,967
87488,47597,15859,297
91445,25023,654,125
58566,49233,411,113
79353,45860,785,5395
85900,18231,669,2138
62591,32448,1078,250
186025,34825,7144,68
129575,34130,362,89
111237,35317,248,4043
68377,73845,19494,7024
117813,65131,357,5526
75975,38461,542,226
91234,34585,191,11669
122227,41563,727,2493
98707,21257,8157,203
102615,11148,50719,67
91446,38059,670,57
71537,25577,534,100
114548,62221,826,10034
102002,29057,364,80
104252,29826,787,161
88576,69588,505,4955
72446,36105,1243,4404
71678,83688,354,100
137188,46298,169,5161
203850,35751,913,255
69275,31476,1379,139
80862,22252,1590,1661
90616,34637,1259,133
86513,38626,1403,106
92492,44418,127,8771
86789,22493,939,110
77137,20631,20956,1252
75609,20162,57864,3338
140981,50243,637,2880
126740,31597,33121,265
71571,48636,157,2205
88346,78044,172,164
104468,17429,441,153
133867,85489,1106,2022
106139,18960,1210,398
101500,50676,549,9552
115960,27104,208,102
125091,45655,2172,6302
111662,39533,511,4373
67225,67565,1255,287
143613,24753,1929,2185
74379,43836,494,114
85870,80269,266,262
84081,47509,607,70
70710,21774,2262,3810
81126,17556,1861,180
82063,40623,515,145
73701,38986,500,11801
142956,70649,1698,5191
119219,11314,14616,5835
119894,44167,8182,1846
51857,53516,789,282
84307,30709,788,85
88565,110478,326,9308
92971,68404,1445,275
83939,32889,795,264
80954,39818,711,1014
112069,52719,332,3937
78581,36109,2125,293
105115,36635,1572,201
113941,40831,571,1957
197423,57011,875,5441
140007,35551,8640,107
155727,18519,694,4249
128194,111422,1171,7328
116053,25611,399,4305
114622,28862,432,55
71746,40544,545,3098
125089,63099,586,112
76196,52259,1907,136
58273,26672,458,7615
150591,48520,1135,11570
70202,75632,277,238
98351,38516,321,4023
89107,50137,1444,5497
136370,43780,264,2578
101610,72945,335,101
115918,42484,937,137
101026,42094,671,358
87665,32522,297,76
79623,14739,892,95
110864,52532,1046,5437
78666,60110,8079,155
150150,43300,498,217
86272,65541,8358,190
87922,82976,906,938
84988,21674,822,95
96640,31479,8395,1388
97965,108015,376,86
92765,40169,1305,11446
93268,19163,523,530
65115,53460,775,2862
139278,25066,449,256
125919,27870,17789,3462
177081,39738,817,233
70891,27977,1477,1616
112035,41180,2124,248
145432,31356,5394,2971
110236,58212,155,2655
127053,62045,35896,118
75415,24930,10249,220
104083,25310,548,100
101475,76994,212,71
118515,10909,1327,181
116744,21698,14448,174
80417,39209,40592,7217
80643,49178,521,222
108855,39155,1040,1215
119747,40619,197,7988
84850,42038,15904,5750
67799,53624,265,244
96763,36303,788,65
144796,82439,342,6530
118355,88171,198,77
93886,31174,709,1685
107246,35314,898,2200
150528,56642,817,61
57328,99521,1262,8260
100895,77514,172,4332
66925,60411,345,2905
113673,29770,150,2071
106235,35072,1691,2686
98310,39039,15662,300
143167,62582,194,224
103890,20402,701,166
45417,27616,552,1721
134076,32424,1716,73
192072,43669,1568,2307
109430,45672,464,268
75590,30758,10518,469
104680,62228,798,11524
105556,24778,3744,78
167535,43632,1143,5122
114721,30391,1022,198
85663,20116,183,407
112253,46041,705,12151
125309,21122,366,61
81919,55370,254,4591
103024,22982,7616,3844
93728,65786,3423,59
88967,34222,416,128
140618,41668,314,5597
87779,47213,7150,867
83477,26328,11870,156
103298,46065,24854,112
137634,43841,824,293
123065,29599,7333,56
117484,35517,7851,118
142561,17344,403,5236
72021,22753,9816,191
69588,55772,3375,214
61486,45842,264,3023
111725,53294,24470,2183
83169,63912,12569,338
71101,25968,632,303
106694,44313,18385,149
118073,37707,902,84
123561,43674,958,3320
63676,57572,60081,971
97317,44483,690,227
161116,43121,881,66
107450,25056,219,2985
75717,32128,715,3578
83304,111338,249,111
109280,21014,624,111
93932,49790,400,1865
114009,22645,942,47
68891,76337,588,118
81004,67141,586,312
96796,40714,1324,88
118022,73315,11148,376
90747,33751,1053,110
108732,58791,410,99
98656,59939,888,119
87498,39226,367,297
74038,38259,342,5810
75422,33546,3306,2148
137627,32131,239,328
125650,44408,3894,269
91631,83822,24567,1686
96093,31382,357,3436
96516,36894,10484,5168
138927,50929,1390,2965
80622,26821,402,4309
72363,33778,13748,302
116791,35073,1700,244
113451,48491,581,4886
91950,59946,607,1761
174988,50519,934,180
86578,43008,333,141
99284,63173,366,58
131020,59020,1328,8303
116403,33746,17515,499
128094,37295,170,5303
141618,28633,44537,147
84544,48217,384,2549
133945,46881,934,128
73794,43140,14814,270
97005,27031,118,140
186078,30298,19629,309
111350,29110,6374,5118
107593,48026,341,8222
88309,52725,535,198
75137,47005,10828,2159
106641,45767,336,205
62071,67949,851,365
104858,50331,290,45
75184,22191,270,78
99034,32515,536,233
139041,63487,2009,263
90733,21932,331,2243
135354,35128,522,2367
81676,52140,502,1582
130281,59306,2542,9411
171187,35025,693,169
76617,24503,441,5276
120357,52550,279,1281
98472,68515,1499,190
83178,63794,1525,482
104583,37559,259,12416
70485,43131,24675,288
80103,62738,162,789
91855,32721,986,2523
112724,34767,801,71
83682,57111,1326,3916
97705,60075,11205,681
73036,63789,1821,4125
113199,37899,1392,6879
64650,37984,1755,210
92255,33755,10635,3186
82709,43374,1254,72
112973,23198,895,4200
79062,35867,1453,2378
69373,28854,239,328
142212,33541,1580,3172
122200,15395,12758,185
91175,38743,219,238
110594,44352,1152,122
108432,39710,2468,197
90069,20707,16589,528
57030,48265,2388,52
122967,42641,222,68
108423,32186,53941,100
134571,30420,3218,8364
103391,28374,1144,2711
130337,40616,1034,121
55465,39829,728,2144
133411,33367,1284,4684
104952,48262,2248,66
69235,21984,1475,1435
62090,47931,14911,505
121177,76965,356,243
73659,24708,498,172
111792,32945,1699,342
103177,37371,3548,129
100986,26080,1425,807
178613,64238,540,42
87657,36239,1096,2528
102740,27927,325,75
96796,33094,3171,8181
150193,12502,1279,9722
113047,36338,31243,2523
140370,89418,20791,116
97406,29291,923,100
97559,93041,1888,342
99842,94603,1530,5434
108725,21779,2907,106
101776,26736,950,120
104279,45817,291,221
82446,27961,19973,2310
94502,101880,1029,6465
139568,35549,265,5102
93201,64183,536,155
104879,24446,1103,46
67822,55114,532,2204
107672,80231,140,2408
150511,28251,456,4205
100267,70309,150,241
91538,22563,990,3725
70633,38356,934,2918
103600,44147,1059,407
141178,83414,381,154
52697,50829,937,301
70028,22243,1425,1685
106813,53436,1769,6320
129334,43676,2337,103
131528,58784,13040,31
87358,28905,4192,6278
118647,49725,988,2820
127191,38559,2250,207
87875,57666,2167,1116
98392,50671,715,4704
111953,50621,261,474
87853,31024,2348,123
76192,56002,5362,2668
87732,73354,12351,529
118487,49594,14727,132
94077,31816,519,203
98053,31206,952,1911
81318,21790,21622,4447
118863,33174,14759,214
128810,33148,1593,182
76566,44289,376,3315
126257,52545,4353,3225
142530,30360,11586,6806
92855,39948,291,269
140643,46326,64,453
69812,51303,204,142
82970,27049,447,3031
163070,71420,240,82
108193,55869,3125,99
143752,29648,555,1069
125427,20683,54295,85
124641,91892,594,189
157636,34472,22729,3975
81098,32890,246,199
103188,36207,1001,6845
52707,47807,125,55
107661,41875,977,9100
76766,43758,15391,3831
80178,71692,496,163
136535,45342,1108,4982
100730,45217,968,1357
89877,31171,349,99
159910,46037,6138,256
97570,34333,535,163
81546,32084,33096,120
202870,11374,21866,203
114233,34925,9111,4756
64080,45919,933,193
114046,44505,547,49
79615,53486,589,146
138500,65239,724,2895
77189,37945,16913,2615
66011,20310,70,18223
113452,44090,1265,238
134497,62263,837,97
98791,46054,349,92
150707,79870,226,3389
122152,85227,39344,204
90183,47641,622,1846
87368,48263,1168,6861
96609,25219,3126,1473
109860,63333,748,9028
98461,32207,31371,135
133712,39339,300,146
86034,19301,22014,2213
99041,30626,20624,7989
101093,19911,1711,1898
81024,28648,1561,3856
139460,53549,283,215
77716,24712,447,8824
86968,43869,256,140
76269,36191,33638,96
109782,43645,329,207
78359,37536,28338,346
89733,83320,260,2213
73982,62309,494,65
86152,47729,16713,409
114681,61391,1449,2181
150053,14259,14536,6883
77873,45077,2857,89
101144,29743,87522,478
110726,18686,991,8772
84342,28221,632,80
88739,39021,821,7793
141938,25512,1551,83
122441,53093,1484,81
113262,30456,24213,4178
129063,37229,32514,4231
84484,47797,485,143
145303,54167,151,5070
114842,51509,262,100
105524,38092,738,5349
87265,18027,1477,3700
103814,38963,11214,54
80407,66822,767,7520
138682,38184,378,3483
92284,50052,910,5022
144497,51807,216,258
123326,63250,12200,87
74420,92148,448,119
46083,33850,955,6236
120798,54383,171,615
121016,68649,689,4212
102920,117311,1308,1662
122651,45031,16351,155
68419,34658,244,5844
124833,19717,260,90
146636,31879,53347,3646
90831,38914,118,1230
95605,47038,14640,254
100984,42919,460,3968
88614,43235,9333,2706
132715,25593,687,228
57282,26020,14632,4481
213147,45939,400,95
60468,33344,299,43
89674,51873,866,276
135230,99929,522,80
92674,32284,2624,247
140566,35813,50074,585
113299,20587,235,30
144997,34353,82,76
116518,44423,28845,2063
167918,61062,791,7734
71228,31957,3868,131
89040,36844,21729,402
63136,46491,1021,6655
78308,76294,7753,5143
101266,34698,275,3080
89299,54740,10686,60
93988,47134,592,102
80143,42374,433,186
106547,30542,6844,5658
71463,56150,194,6435
100834,32580,248,1995
93831,34308,632,5639
94994,53681,36620,107
101871,62156,8008,10057
91887,40588,11729,37
188713,24634,1024,378
111635,80652,236,146
75073,60629,5596,511
94769,36782,798,2946
115289,38457,631,61
82832,67387,3870,8583
76648,44863,8795,541
119661,41195,467,590
117956,50860,16619,352
117250,37629,17163,4308
58348,19146,12891,236
109004,37759,1747,44
143430,19440,887,95
146542,40197,194,331
132184,52814,796,107
116359,24302,248,2389
111022,44027,1011,3889
117805,29474,714,30
136356,64247,10230,6062
100534,20241,774,7311
78256,18739,278,1982
93960,44481,89,4539
128871,43834,55629,228
71774,80660,8910,112
81019,50462,1050,180
109510,46404,621,1737
90260,46051,7083,3213
92455,24792,321,873
99597,20700,9406,396
128294,64679,835,210
79982,33831,517,3172
105590,51757,401,3111
86602,60659,579,18950
82824,33856,260,214
84157,43260,635,937
114730,27232,6578,35
75188,66852,1249,148
93333,39322,251,311
112875,67812,9120,5886
102023,27156,58239,363
93727,23411,971,1123
130553,16466,3572,302
94767,65295,175,1033
73799,53384,13622,128
121348,57528,1068,3135
109697,33210,20134,16659
114505,53494,1118,363
93817,69789,1069,72
84610,58194,5422,134
101955,26341,697,256
72256,80682,944,174
124622,81156,665,33
90859,16093,453,2451
125069,25536,346,2137
64750,57199,456,9439
69671,23522,656,4273
78098,28763,484,2685
123775,41950,28648,40
72079,45196,11431,321
171770,33428,849,464
76341,53123,205,3651
97452,58974,1541,6507
89712,32120,2557,6904
76719,35716,2691,2730
101954,22391,824,117
91530,26190,154,138
130825,18730,5116,278
52880,38617,992,4467
61643,25461,397,95
155237,22787,1414,6635
138194,22505,288,167
66475,30287,205,250
68291,38148,110197,112
95739,27334,13094,2049
87923,27799,551,2898
126543,58634,178,1871
188123,22140,1234,4718
84345,23643,665,86
49313,30184,607,3815
135260,37290,8733,575
92042,20166,553,153
94043,23951,1193,115
148645,40407,297,4787
138640,38856,415,4454
72931,43139,1459,198
118231,22877,943,3314
97546,88399,3523,262
90552,27666,294,107
95293,30976,621,159
80915,31477,21363,412
80566,73233,1086,277
100328,16039,758,4933
104100,81597,150,209
141112,38523,31408,3985
92870,31525,1561,104
136360,46658,621,2152
72509,42766,1333,98
122583,79963,3027,122
106319,39286,9786,1712
86293,20588,557,186
80348,34304,670,279
116020,48470,312,3701
72264,49312,1028,10483
71002,39960,1365,90
87910,44518,1946,246
53829,51567,614,5801
137710,42035,741,67
84232,30762,571,195
149788,26983,2468,1495
62980,36458,1138,13155
100480,36263,908,73
113228,48667,2445,3050
93954,64815,919,2568
157689,30672,19668,107
128075,28098,426,12089
118527,51780,17781,242
133393,37922,70132,301
137420,62637,1650,379
86747,35657,475,1790
93845,28396,12340,2505
94139,70102,180,2686
