FSC-A,SSC-A,Zombie-Violet-A,Alexa Fluor 647-A
111793,48972,937,248
148894,40962,6287,408
79591,23224,765,332
84759,25078,10677,237
119949,28034,456,103
98282,54565,919,45
88132,76364,362,176
118951,78839,147,331
102374,26110,79007,143
108269,46811,521,76
87211,45528,715,196
115564,70129,2270,166
86925,81571,594,79
150491,22439,299,93
81818,43633,200,31
104913,38924,1257,309
94550,21959,977,215
85266,34963,2792,94
97491,49555,432,365
68803,14947,189,140
106780,39376,1622,24
115356,32302,482,83
137349,57596,478,27
70255,21318,1881,43
74492,33353,22389,133
107150,47479,21369,49
68371,44577,244,1035
72428,47655,7966,131
96165,33351,618,309
65835,27052,429,40
78964,62718,9112,199
67709,58771,397,186
102843,38439,873,207
56997,27140,640,168
177514,35425,410,4793
90766,118139,335,147
158410,49394,18985,249
112767,23595,2565,166
84648,33086,225,516
112938,37172,1728,2129
113928,32216,468,245
155252,32200,10356,180
145140,24454,1299,160
62960,19080,483,3154
79766,33404,353,250
63379,59769,370,57
110047,28047,329,1141
83702,66861,1130,114
122814,31894,883,445
117025,30079,825,154
119447,33477,986,173
128126,58086,294,117
98976,50762,254,1553
139398,26775,10482,137
110019,61640,876,255
146794,54693,857,96
68260,22915,430,230
72204,36212,1057,47
125906,47081,1366,74
155700,32937,778,269
123211,41891,16339,944
99876,58628,918,302
58091,51617,1148,296
126188,45414,201,110
148799,23569,20669,217
96749,42904,1643,288
121479,37064,327,123
121139,21687,905,96
109886,63860,544,99
82193,79270,307,293
134307,47871,583,276
89336,38029,950,194
136095,29892,383,91
101051,35098,304,57
86902,54831,426,238
104540,36997,6867,760
111613,59381,642,302
100625,46790,437,108
82461,63459,686,90
64685,45496,811,452
65957,26864,377,228
114768,46501,418,72
120647,65703,536,174
124962,18689,798,56
133780,26113,1170,193
78524,50178,3927,151
91970,53958,416,57
115691,27527,749,208
85254,28496,723,135
79066,22000,469,238
147457,69214,12889,274
111536,41346,256,241
143991,47711,279,52
107914,19209,403,76
180668,44346,240,150
145514,77636,303,130
143775,82709,1878,37
86885,56949,281,217
118638,14061,428,166
101205,29690,216,256
66782,24591,275,74
89856,39390,200,8364
91032,12798,980,71
109248,40727,1082,134
61936,56582,26122,140
90491,47122,210,276
96780,34496,574,110
107717,24811,461,347
95239,41205,790,60
91866,28589,287,93
75660,61592,16414,131
108746,34402,707,60
65169,43712,224,175
86014,50763,270,78
114177,34053,1891,351
58849,45422,2009,1241
118330,81988,7979,488
84789,20399,3861,190
91626,23918,882,920
107315,30248,705,952
89066,64159,1341,72
174177,31100,111,126
156700,33897,37130,277
186931,26741,7177,159
169491,44198,1707,144
101871,23578,367,57
52119,149311,916,630
143670,79825,861,71
147394,51388,216,80
87332,41882,712,162
168138,63161,942,563
75936,35223,214,115
107517,105682,3727,128
76610,17875,2083,130
61342,29734,584,306
65347,25379,1389,271
191974,63255,757,141
92409,70677,634,45
101500,29694,1735,592
158417,32946,635,93
88630,30241,1625,106
95972,63151,1958,72
95033,48627,481,309
126755,31260,148,105
91865,33644,210,114
77654,48591,1768,37
62243,28060,1118,1872
101161,54371,8772,150
90171,46691,353,169
123042,39332,372,52
171276,18890,277,296
67191,27219,687,4096
107226,28813,604,137
83063,41234,26339,274
69435,51184,448,80
94527,38148,848,194
73564,32606,598,215
191198,70087,746,165
120488,39147,29574,227
94049,58511,824,72
108904,22910,543,98
50996,53586,3346,167
98785,30761,10767,526
114540,14980,14100,276
104361,53357,1092,174
90483,31896,995,199
54144,46695,398,1949
51345,17576,358,132
107517,44319,1361,87
85953,76863,1080,208
104537,34274,493,14990
127878,30779,354,14535
81223,82088,753,6941
145585,35724,1373,85
90686,46219,372,147
97607,24838,497,250
120173,42746,519,255
135552,47735,146,134
51467,43239,1469,173
77877,35393,391,325
72571,34769,664,392
79582,56197,586,76
110736,54659,665,359
113722,74744,542,100
86917,37339,352,143
125799,33412,752,79
77214,26771,570,5168
105271,30105,116,201
101516,17095,1841,289
103422,27487,3616,295
80301,44215,4187,396
155220,39769,1135,116
92872,45680,366,171
179079,56405,7965,354
137825,21059,1296,171
89574,67736,456,755
115199,38841,1315,249
77224,40495,10669,105
93796,45986,313,76
87866,19934,320,116
100414,30055,692,4769
127744,53136,5184,110
85909,40449,906,45
140578,33679,88688,204
104426,46207,3540,48
93464,44635,1574,104
104904,44797,924,5613
94691,19759,350,341
79804,37840,96,195
100056,32439,1260,321
107248,30383,967,438
133121,105848,81,120
112224,50820,910,80
89703,29643,405,190
127374,28649,664,240
148388,35893,22625,383
73356,46253,1670,236
94297,24287,230,359
119840,56490,341,366
106269,21012,444,76
87454,67389,1178,553
60390,36080,3110,53
75409,37892,1277,594
326640,27294,415,145
85603,62296,1788,146
99896,24726,540,89
96357,39003,839,1567
94342,47806,234,117
122959,66409,981,138
75063,36884,222,34
47704,29535,111,107
69176,46767,239,827
67159,63652,32217,70
124274,27292,520,208
78317,23291,1670,733
83478,70335,160,59
97680,27042,707,266
82909,56607,450,216
110500,28129,688,784
53540,77218,1148,224
95542,66154,364,266
82827,26501,1286,208
109297,61310,475,64
46649,27095,565,124
130976,26650,12063,169
119474,41067,829,24
72227,41402,1007,147
132502,37471,123,196
74651,46506,11510,90
112388,30170,450,274
113133,48136,28374,106
98824,37981,6313,348
89903,20908,315,148
82686,59920,205,152
144140,36535,948,132
109530,46222,14602,260
111064,53354,10018,130
96784,27742,1613,147
69287,33499,6906,213
102034,53127,237,157
117111,89768,16421,384
84141,41280,1143,138
97600,22702,2887,29
133973,39314,1490,57
85240,50953,638,96
71840,28382,691,248
92717,37622,16363,445
132086,18706,365,606
123556,52862,990,205
114669,39724,1947,131
98746,31057,144,100
72249,49455,21125,929
93503,42957,13549,93
98607,29270,41432,271
78798,18133,1199,337
103451,55510,3011,109
116071,26454,545,173
105654,51997,1620,159
102035,87122,680,210
112457,14690,1226,346
82213,25521,805,469
76884,26086,3744,1796
96032,61012,764,411
107247,35431,1359,85
117533,69556,37475,94
114731,55394,27703,33
139182,46934,352,65
135739,33753,8102,141
76926,22320,385,386
119753,30625,570,179
113545,43777,760,162
103688,49904,412,1663
117724,54210,750,217
144180,25535,337,489
117043,49795,181,143
160562,31389,488,37
145466,72231,913,223
134569,16685,13517,174
111996,67108,838,5732
131161,37892,6716,1511
136286,80379,1101,230
98865,32808,968,214
113649,22450,326,552
70058,65233,1230,60
138343,83124,3087,88
152023,87621,671,559
98587,64261,1782,54
82855,41882,23164,101
78876,50554,965,62
104403,18427,723,240
173381,29283,17349,146
139591,61967,113,94
145291,31488,879,112
77859,28673,39308,154
61009,39218,661,104
116963,14628,711,64
87766,52169,24370,114
95190,58842,1346,99
100131,25423,1462,488
142617,43316,6252,581
81590,49496,1430,394
69188,32391,1087,3748
144477,43003,779,449
95788,23360,1796,33
103488,34687,202,95
87103,110843,497,74
144637,68934,484,3815
56746,47125,5850,362
72859,34404,384,190
75208,33976,231,193
111167,108543,1210,67
78808,47686,393,182
93409,115599,1391,45
78666,16184,1676,216
164005,38165,1282,102
109663,59683,280,45
123265,51188,166,648
182457,65440,778,250
108760,17650,932,416
132255,58608,175,326
86097,16723,443,731
84707,34969,277,1052
86594,34141,815,140
121115,99914,805,2522
114430,65456,645,177
102725,24890,326,662
101014,36000,146,107
63273,53103,1012,237
179714,42126,1023,116
115290,15599,26241,188
129125,29145,573,100
103450,26686,248,153
94913,69346,312,86
106089,41666,295,324
136478,30906,596,47
136616,17434,543,435
142298,60838,19537,263
88688,75800,7908,318
89408,37657,725,71
89690,54598,379,301
163399,56715,1852,272
98553,31235,507,119
83875,33153,964,182
86886,36577,19438,170
107316,55755,7726,169
119262,42872,259,212
73733,29332,5969,109
74566,55286,514,194
78982,41098,868,195
91143,52358,19108,602
101244,32353,203,525
96619,25973,442,113
112947,32458,96,151
133887,24498,54206,407
91896,44404,372,76
82493,27534,10447,74
117567,38733,125,47
86551,86294,1020,325
70983,39050,355,143
102162,32917,2968,53
116616,44823,1506,76
123870,42788,1533,238
117805,45443,497,133
100207,35381,2270,823
110767,53830,333,157
143752,31413,893,213
68575,39814,372,54
153645,70659,470,119
91318,55634,1126,364
98238,45696,1697,226
113939,46986,861,37
69832,39836,15011,103
140311,30974,7353,423
72409,26805,1757,1063
52321,29834,2972,222
90447,33984,26176,79
71644,23142,838,391
149204,43767,928,130
146419,55923,894,94
82508,37989,727,168
68848,74182,1673,87
92347,28432,512,176
147799,51788,7256,300
107696,50713,3818,87
66874,23674,291,358
83601,45153,3672,231
101192,21209,7590,93
163007,85842,1991,125
116112,25056,1904,3751
60606,33544,228,180
61895,30030,595,24
83303,31373,519,168
126025,81304,202,488
69371,51283,4041,878
146792,58513,415,63
71797,67200,1465,212
85476,23812,185,41
90074,29553,930,169
92383,30914,8602,432
76506,36993,6646,288
148013,63902,1276,347
91920,50570,356,110
64260,29141,2256,208
80845,66682,34693,192
71770,26191,20986,171
121627,14080,133,139
110023,39557,14807,257
69000,47444,777,113
90408,42512,9436,140
102310,84877,2045,36
103044,25412,1007,55
150197,41206,542,198
80161,52616,603,57
159804,55340,7618,682
64364,46483,412,62
96049,44556,1086,91
97290,27033,128,50
110364,40559,803,55
66184,51416,616,98
69720,36758,236,750
78565,29588,811,90
102908,29487,1376,119
71036,48775,14374,172
126164,33095,262,74
63260,47910,1776,93
101051,44418,655,89
192264,19351,250,61
73162,35801,1265,477
108623,27120,170,164
174676,46253,25837,175
146886,36655,616,145
74012,40623,39907,80
76936,86932,1512,251
93677,29084,429,221
109824,59098,1002,244
114994,59979,9092,103
83893,40856,931,205
86183,32197,1209,131
95131,43288,28552,159
67909,42730,3572,44
98296,60486,27968,128
88666,30650,521,602
92519,36380,224,265
134614,16085,26492,66
96011,32626,805,114
99505,20069,893,393
124794,31374,2725,93
96657,43848,838,163
154837,33630,1862,163
71021,50108,250,291
96216,58508,308,366
177110,39426,927,196
76511,38264,32600,408
90982,59520,230,460
153949,24934,12413,604
70038,24734,409,135
101236,35824,890,144
140356,59608,212,397
84900,67560,1858,124
139643,18050,565,93
101726,34251,330,195
80260,35282,18759,191
120467,58362,413,50
74947,49825,4872,167
131801,40439,180,283
192177,35395,650,32
79138,39864,1257,386
78484,46660,232,215
78032,27592,276,142
122427,29538,813,284
123980,44001,15655,47
77340,30346,1246,220
138636,29000,4089,185
82405,34947,1312,288
103655,33200,463,176
92484,40741,41382,474
55012,50331,1248,470
138643,19250,669,192
152500,47258,176,47
138733,41541,18964,8465
107475,31594,985,6037
87352,49824,563,206
80656,70984,472,54
130493,16142,21328,129
89028,53950,741,277
105318,43996,30730,155
64308,50534,123,133
165321,40718,398,38
73370,83707,2652,102
80500,59301,1936,482
119687,23781,816,256
83816,51930,466,158
70556,45142,1488,2821
70901,140048,224,175
109481,25207,253,356
136465,39232,408,281
134778,44442,385,149
92626,48929,9375,128
151252,39431,3719,93
120363,30105,371,143
148709,99357,1927,266
89919,45235,679,90
131178,52661,24191,130
83934,50486,200,355
121718,60664,974,37
84216,27518,23447,82
80730,55822,631,191
120962,63220,1072,106
83399,29124,17423,275
100717,56159,491,169
88566,26703,1065,44
128768,36843,1357,204
103051,30589,822,75
140469,61432,846,145
118185,108440,867,114
80463,63265,496,383
63500,62645,46113,76
100095,64846,1962,69
89724,52204,1901,197
107696,74269,529,262
181542,25549,245,89
88160,19040,300,384
121264,23603,513,132
71479,30118,717,280
103618,32021,820,192
73555,22795,151,209
52367,38577,9802,134
173375,25978,124,383
89303,62470,2334,161
117907,59391,845,332
128687,53348,2955,620
139720,79376,1414,453
110665,55167,25076,89
62170,36147,22064,1729
120826,63420,2413,1141
92731,85574,526,165
111334,42807,1530,80
102655,46314,289,123
115606,25656,14525,344
143637,33291,617,151
131456,33343,863,2121
118996,41227,1979,78
61137,38814,2513,974
59896,30586,12570,127
144350,95256,1172,404
142449,70691,303,89
142027,27569,564,235
163767,32053,843,199
103477,81380,360,128
116596,22897,1230,137
121129,47416,336,322
125607,33837,896,80
206330,33510,379,4749
93218,72336,2428,91
116154,26947,13898,300
139119,30088,5861,118
51664,35203,18262,131
89076,18265,367,646
139045,57609,163,526
91473,71705,28318,217
87657,42767,790,180
70169,34325,379,503
75779,40549,1011,136
133788,13636,525,89
99939,28900,497,228
71942,24878,311,155
87970,25471,644,176
145947,74220,226,142
113897,41605,11458,248
114018,54301,523,214
87451,76646,852,236
159874,54961,12606,113
112135,39612,362,145
77393,20178,253,80
109154,33471,22788,259
119214,53087,8547,104
107660,54533,328,93
126646,39680,870,100
85466,16228,2839,142
97987,27508,15861,52
51264,37056,1470,226
110315,28423,376,85
150247,37805,33340,245
92763,56931,1124,118
81616,41741,14815,403
59633,22055,970,122
141076,40096,2099,146
61115,69349,451,126
39972,21351,482,312
168194,17218,12236,98
98842,67882,4108,67
122988,64138,655,265
101104,50833,611,7720
93778,44328,764,79
88473,42525,640,323
91006,55533,407,120
84945,62944,1561,124
51463,54632,32151,158
79849,48269,2606,118
107826,54870,769,127
163084,41325,675,316
84876,34707,1447,127
105973,29244,9212,213
179405,44937,1545,1733
84662,34191,735,538
90409,45989,26880,293
99812,69450,164,439
106910,43810,606,156
80208,46927,24601,111
51851,19159,2453,143
92857,62900,1370,65
117380,24673,4753,172
85597,25748,1153,88
83671,46211,980,173
142726,26358,8374,298
120315,55920,559,232
102590,66954,4684,218
82151,49669,11852,107
123128,38307,1017,246
83370,51268,169,741
126637,29994,523,93
81851,39299,876,143
80207,61752,668,108
104060,70588,9869,73
94451,31609,338,73
62587,59039,1120,96
89922,34734,657,156
134243,29485,770,246
102710,44147,130,114
120605,80662,186,2187
61493,57674,775,165
113681,38238,223,67
104294,37804,1313,374
110413,17300,10472,294
89205,47550,149,180
110404,24905,308,1152
108530,13836,801,110
107716,19697,7031,145
59138,89512,20996,430
107408,36075,2723,398
118654,31415,1102,125
151809,36743,765,110
96110,31741,1063,331
142711,43290,475,164
99911,43720,1440,696
94171,23931,973,351
89173,25482,189,231
108837,42870,1549,73
218570,16253,221,118
118276,32356,490,322
87407,83549,15216,301
117780,22154,1591,257
114071,47431,19929,177
77294,20830,2251,98
120653,31325,420,227
102064,9800,10869,72
78338,42337,843,138
64987,27986,1414,137
120772,43893,523,464
89142,43949,7021,2651
97642,33657,1192,161
119192,41838,11467,64
61894,21018,719,266
102057,31736,174,465
104544,47462,294,112
140529,27356,334,2129
84099,20158,8575,269
120060,48411,1113,189
80637,31529,307,526
95446,42668,422,298
119415,34124,5629,264
80457,27075,221,36
79480,46325,1317,185
96050,27369,391,127
78408,34772,731,109
79050,78461,2671,90
96058,31735,263,73
113446,40767,300,109
193258,60586,835,295
93372,72011,373,164
87195,30580,995,139
102384,27019,487,139
184780,43284,1932,7696
62388,39958,162,144
136714,47616,300,184
89340,15256,2399,61
99058,19313,666,126
98883,30900,35744,152
88808,22147,586,340
153348,28976,38772,128
97336,23425,450,391
118315,27883,378,566
117784,72916,1001,103
118402,76174,536,116
140124,29831,677,176
65049,40054,561,154
127882,42793,582,60
182747,26311,595,77
128334,55362,32056,420
114198,21849,392,109
114496,23121,197,211
121506,69388,785,212
93962,39302,334,128
92000,48444,886,454
116067,43877,632,119
110666,44769,476,184
95896,40325,296,89
74974,37125,333,173
94150,48568,316,140
144523,45109,1355,56
113349,37213,87799,128
80775,28794,428,30
104216,63957,787,357
115540,55713,746,462
137113,40918,1653,255
69355,18555,1568,99
81182,36935,123411,86
110635,32302,25882,261
162996,54170,361,599
121044,35844,577,3096
105087,40520,1134,211
68488,54908,686,206
93336,30464,169,23
69211,45031,928,501
76506,18819,40294,525
95015,25723,8844,138
100192,57030,948,201
130220,49796,408,34
118131,85919,11458,116
165089,14568,653,97
81749,70000,757,278
108928,37051,12083,68
88575,57334,459,190
157922,55055,313,139
74942,27614,1565,80
98840,33790,811,384
82432,29322,6076,53
95256,30320,303,128
74380,41356,558,90
89092,76861,15556,74
76514,60778,219,195
95085,33940,294,109
74987,40325,625,158
122627,18257,21508,3063
132420,25026,462,129
119860,42410,960,131
141369,21293,194,294
110836,49904,352,169
88239,31033,948,196
153529,24301,1811,145
102349,75090,541,40
63542,37591,6850,135
74593,50079,698,518
101167,14388,1109,95
81509,41553,5231,227
176473,46158,1138,276
118514,62931,660,80
80539,39056,553,303
71932,64237,388,578
89327,35664,4133,84
99205,27294,1774,268
85563,55702,1543,312
127137,68896,118138,153
117779,32771,381,151
198794,30913,1387,102
152256,35600,1139,395
166134,44173,20843,95
83034,26097,421,284
88254,80533,630,106
156771,83411,313,73
74754,29176,429,98
105010,43395,712,120
143773,37916,2203,117
88225,94107,229,232
66122,45680,73,5163
82594,41363,1332,1660
77571,74023,156,140
138059,70463,353,37
57851,174353,612,167
145950,85913,20304,526
131880,41707,2642,135
78626,57207,1670,114
99616,30199,408,55
172856,42639,21951,1676
65180,38866,1498,1480
123744,16807,3071,152
133149,43896,33517,132
63440,33223,327,235
63556,61098,1020,1553
91413,69720,500,305
107838,77558,306,61
68353,71067,468,365
152790,35366,4079,213
68398,36008,13661,147
101645,38974,486,336
127809,40775,2014,96
105764,43355,111,194
116734,21513,585,313
125504,49121,455,357
98763,42152,1067,206
57541,41711,1055,173
118656,30935,700,3378
87466,39290,530,292
73916,32168,148,3287
71926,35998,7258,67
93177,41983,360,266
84026,40976,20644,211
85177,67899,422,20
123633,45416,3527,177
89116,57949,539,199
113201,47377,1428,161
124588,81055,242,72
162205,64083,654,1553
75826,35497,700,36
158034,41705,17709,127
88444,45403,14650,266
119263,60535,132,155
139672,56440,4796,168
133528,28328,907,330
117295,44535,1816,87
57430,27572,314,99
120575,48596,337,83
89290,75946,1073,80
118527,50459,1571,4366
79861,46274,844,156
136096,39460,26494,144
120134,25284,533,303
109280,33090,1077,69
116248,35100,1217,194
108717,61482,241,62
140705,52433,829,56
114190,22050,1550,108
107118,58921,1557,181
123727,31554,2054,146
115630,25690,65166,90
55392,19522,124,157
83497,26575,51059,148
126804,32069,460,99
82851,28828,133,186
78601,52846,1283,325
81837,53190,11892,254
115857,29555,2528,135
104882,37342,853,75
115882,47846,52538,372
124357,58398,7747,267
88911,50994,399,1884
102305,44188,13412,239
69851,25198,257,45
132524,26562,4160,163
122583,80867,20001,220
125200,24767,378,420
77479,32604,333,171
143337,26336,467,472
63293,18502,456,76
74372,82433,2983,180
148820,41522,308,5658
85837,52284,383,333
171733,35570,707,231
93332,63920,1048,207
102864,65810,230,102
102357,26255,382,51
102595,35781,267,176
80110,43992,575,819
79823,19282,234,1464
97094,31549,272,43
107627,45236,591,83
125930,55819,3004,38
179224,29478,480,120
133484,41090,581,359
91517,34764,709,148
104647,32325,157,380
87326,49559,361,290
92081,53643,1694,446
90262,17399,586,195
194278,41130,18035,229
115194,31752,2022,579
66958,47084,2915,514
82141,26219,418,2097
65781,62879,6490,176
74363,42904,1260,101
104566,67555,41627,2735
80769,41295,12331,115
182927,32952,190,211
104391,35063,396,125
68402,24948,1638,214
103375,41104,560,1597
97543,41561,4087,123
78833,22993,1329,122
98316,40107,1530,209
86661,34830,1896,92
101967,26965,1615,458
112115,35196,1716,714
85580,58289,279,259
65729,72391,530,192
159118,20147,602,190
173508,45383,1589,139
98236,69372,37810,35
87488,47597,15859,297
91445,25023,654,125
58566,49233,411,113
79353,45860,785,219
85900,18231,669,81
62591,32448,1078,250
186025,34825,7144,68
129575,34130,362,89
111237,35317,248,161
68377,73845,19494,291
117813,65131,357,225
75975,38461,542,226
91234,34585,191,7362
122227,41563,727,96
98707,21257,8157,203
102615,11148,50719,67
91446,38059,670,57
71537,25577,534,100
114548,62221,826,427
102002,29057,364,80
104252,29826,787,161
88576,69588,505,200
72446,36105,1243,177
71678,83688,354,100
137188,46298,169,209
203850,35751,913,255
69275,31476,1379,139
80862,22252,1590,62
90616,34637,1259,133
86513,38626,1403,106
92492,44418,127,369
86789,22493,939,110
77137,20631,20956,46
75609,20162,57864,131
140981,50243,637,112
126740,31597,33121,265
71571,48636,157,84
88346,78044,172,164
104468,17429,441,153
133867,85489,1106,77
106139,18960,1210,398
101500,50676,549,405
115960,27104,208,102
125091,45655,2172,259
111662,39533,511,175
67225,67565,1255,287
143613,24753,1929,83
74379,43836,494,114
85870,80269,266,262
84081,47509,607,70
70710,21774,2262,151
81126,17556,1861,180
82063,40623,515,145
73701,38986,500,7446
142956,70649,1698,211
119219,11314,14616,239
119894,44167,8182,70
51857,53516,789,282
84307,30709,788,85
88565,110478,326,394
92971,68404,1445,275
83939,32889,795,264
80954,39818,711,37
112069,52719,332,157
78581,36109,2125,293
105115,36635,1572,201
113941,40831,571,74
197423,57011,875,221
140007,35551,8640,107
155727,18519,694,170
128194,111422,1171,305
116053,25611,399,2716
114622,28862,432,55
71746,40544,545,1954
125089,63099,586,112
76196,52259,1907,136
58273,26672,458,318
150591,48520,1135,497
70202,75632,277,238
98351,38516,321,160
89107,50137,1444,224
136370,43780,264,99
101610,72945,335,101
115918,42484,937,137
101026,42094,671,358
87665,32522,297,76
79623,14739,892,95
110864,52532,1046,221
78666,60110,8079,155
150150,43300,498,217
86272,65541,8358,190
87922,82976,906,938
84988,21674,822,95
96640,31479,8395,51
97965,108015,376,86
92765,40169,1305,491
93268,19163,523,530
65115,53460,775,111
139278,25066,449,256
125919,27870,722,136
177081,39738,817,233
70891,27977,1477,60
112035,41180,2124,248
145432,31356,5394,116
110236,58212,155,103
127053,62045,35896,118
75415,24930,10249,220
104083,25310,548,100
101475,76994,212,71
118515,10909,1327,181
116744,21698,14448,174
80417,39209,1890,300
80643,49178,521,222
108855,39155,1040,44
119747,40619,197,334
84850,42038,15904,235
67799,53624,265,244
96763,36303,788,65
144796,82439,342,269
118355,88171,198,77
93886,31174,709,63
107246,35314,898,84
150528,56642,817,61
57328,99521,1262,346
100895,77514,172,173
66925,60411,345,113
113673,29770,150,79
106235,35072,1691,104
98310,39039,15662,300
143167,62582,194,224
103890,20402,701,166
45417,27616,552,65
134076,32424,1716,73
192072,43669,1568,1456
109430,45672,464,268
75590,30758,10518,469
104680,62228,798,7271
105556,24778,3744,78
167535,43632,1143,208
114721,30391,1022,198
85663,20116,183,407
112253,46041,705,524
125309,21122,366,61
81919,55370,254,185
103024,22982,7616,153
93728,65786,3423,59
88967,34222,416,128
140618,41668,314,228
87779,47213,7150,31
83477,26328,11870,156
103298,46065,24854,112
137634,43841,824,293
123065,29599,7333,56
117484,35517,7851,118
142561,17344,403,213
72021,22753,361,191
69588,55772,3375,214
61486,45842,264,118
111725,53294,24470,83
83169,63912,12569,338
71101,25968,632,303
106694,44313,18385,149
118073,37707,902,84
123561,43674,958,2095
63676,57572,2987,971
97317,44483,690,227
161116,43121,881,66
107450,25056,219,116
75717,32128,715,141
83304,111338,249,111
109280,21014,624,111
93932,49790,400,1177
114009,22645,942,47
68891,76337,588,118
81004,67141,586,312
96796,40714,1324,88
118022,73315,11148,376
90747,33751,1053,110
108732,58791,410,99
98656,59939,888,119
87498,39226,367,297
74038,38259,342,238
75422,33546,3306,1355
137627,32131,239,328
125650,44408,3894,269
91631,83822,24567,63
96093,31382,357,135
96516,36894,10484,210
138927,50929,1390,116
80622,26821,402,173
72363,33778,13748,302
116791,35073,1700,244
113451,48491,581,3083
91950,59946,607,66
174988,50519,934,180
86578,43008,333,141
99284,63173,366,58
131020,59020,1328,348
116403,33746,17515,499
128094,37295,170,216
141618,28633,44537,147
84544,48217,384,98
133945,46881,934,128
73794,43140,14814,270
97005,27031,118,140
186078,30298,19629,309
111350,29110,6374,207
107593,48026,341,345
88309,52725,535,198
75137,47005,10828,82
106641,45767,336,205
62071,67949,851,365
104858,50331,290,45
75184,22191,270,78
99034,32515,536,233
139041,63487,2009,263
90733,21932,331,86
135354,35128,522,91
81676,52140,502,59
130281,59306,2542,398
171187,35025,693,169
76617,24503,441,3329
120357,52550,279,47
98472,68515,1499,190
83178,63794,1525,482
104583,37559,259,536
70485,43131,24675,288
80103,62738,162,28
91855,32721,986,97
112724,34767,801,71
83682,57111,1326,156
97705,60075,11205,24
73036,63789,1821,2602
113199,37899,1392,285
64650,37984,1755,210
92255,33755,10635,125
82709,43374,1254,72
112973,23198,895,168
79062,35867,1453,91
69373,28854,239,328
142212,33541,1580,124
122200,15395,12758,185
91175,38743,219,238
110594,44352,1152,122
108432,39710,2468,197
90069,20707,16589,528
57030,48265,2388,52
122967,42641,222,68
108423,32186,53941,100
134571,30420,3218,351
103391,28374,1144,1711
130337,40616,1034,121
55465,39829,728,82
133411,33367,1284,2955
104952,48262,2248,66
69235,21984,1475,1435
62090,47931,14911,505
121177,76965,356,243
73659,24708,498,172
111792,32945,1699,342
103177,37371,3548,129
100986,26080,1425,807
178613,64238,540,42
87657,36239,1096,97
102740,27927,325,75
96796,33094,3171,343
150193,12502,1279,413
113047,36338,31243,97
140370,89418,20791,116
97406,29291,923,100
97559,93041,1888,342
99842,94603,1530,221
108725,21779,2907,106
101776,26736,950,120
104279,45817,291,221
82446,27961,19973,88
94502,101880,1029,266
139568,35549,265,207
93201,64183,536,155
104879,24446,1103,46
67822,55114,532,84
107672,80231,140,92
150511,28251,456,168
100267,70309,150,241
91538,22563,990,148
70633,38356,934,114
103600,44147,1059,407
141178,83414,381,154
52697,50829,937,301
70028,22243,1425,63
106813,53436,1769,260
129334,43676,2337,103
131528,58784,13040,31
87358,28905,4192,258
118647,49725,988,110
127191,38559,2250,207
87875,57666,2167,41
98392,50671,715,190
111953,50621,261,474
87853,31024,2348,123
76192,56002,5362,103
87732,73354,12351,529
118487,49594,14727,132
94077,31816,519,203
98053,31206,952,72
81318,21790,21622,2806
118863,33174,14759,214
128810,33148,1593,182
76566,44289,376,130
126257,52545,4353,126
142530,30360,11586,282
92855,39948,291,269
140643,46326,64,453
69812,51303,204,142
82970,27049,447,1913
163070,71420,240,82
108193,55869,3125,99
143752,29648,555,39
125427,20683,54295,85
124641,91892,594,189
157636,34472,22729,158
81098,32890,246,199
103188,36207,1001,4319
52707,47807,125,55
107661,41875,977,384
76766,43758,15391,152
80178,71692,496,163
136535,45342,1108,202
100730,45217,968,50
89877,31171,349,99
159910,46037,6138,256
97570,34333,535,163
81546,32084,33096,120
202870,11374,21866,203
114233,34925,9111,192
64080,45919,933,193
114046,44505,547,49
79615,53486,589,146
138500,65239,724,113
77189,37945,16913,101
66011,20310,70,11498
113452,44090,1265,238
134497,62263,837,97
98791,46054,349,92
150707,79870,226,2138
122152,85227,39344,204
90183,47641,622,70
87368,48263,1168,4329
96609,25219,3126,55
109860,63333,748,381
98461,32207,31371,135
133712,39339,300,146
86034,19301,22014,1396
99041,30626,20624,334
101093,19911,1711,72
81024,28648,1561,153
139460,53549,283,215
77716,24712,447,372
86968,43869,256,140
76269,36191,33638,96
109782,43645,329,207
78359,37536,28338,346
89733,83320,260,84
73982,62309,494,65
86152,47729,16713,409
114681,61391,1449,83
150053,14259,14536,285
77873,45077,2857,89
101144,29743,87522,478
110726,18686,991,369
84342,28221,632,80
88739,39021,821,326
141938,25512,1551,83
122441,53093,1484,81
113262,30456,24213,2636
129063,37229,32514,169
84484,47797,485,143
145303,54167,151,205
114842,51509,262,100
105524,38092,738,217
87265,18027,1477,147
103814,38963,421,54
80407,66822,767,313
138682,38184,378,2198
92284,50052,910,203
144497,51807,216,258
123326,63250,12200,87
74420,92148,448,119
46083,33850,955,256
120798,54383,171,615
121016,68649,689,168
102920,117311,1308,62
122651,45031,16351,155
68419,34658,244,239
124833,19717,260,90
146636,31879,2600,144
90831,38914,118,45
95605,47038,14640,254
100984,42919,460,158
88614,43235,9333,105
132715,25593,687,228
57282,26020,14632,180
213147,45939,400,95
60468,33344,299,43
89674,51873,866,276
135230,99929,522,80
92674,32284,2624,247
140566,35813,50074,585
113299,20587,235,30
144997,34353,82,76
116518,44423,1269,78
167918,61062,791,323
71228,31957,3868,131
